language,category_size,n,tipo_instancia,algoritmo,replica_id,tiempo_ejecucion,memoria_max_mb,costo_minimo,status
Python,XS,4,estructurada,prog_dinamica,11,27064.0,0.00020599365234375,4.0,ok
Python,XS,4,estructurada,fuerza_bruta_rec,12,38072.0,0.000213623046875,6.0,ok
Python,XS,4,estructurada,rec_con_memo,12,72817.0,0.00030517578125,6.0,ok
Python,XS,4,estructurada,prog_dinamica,12,55647.0,0.00020599365234375,6.0,ok
Python,XS,4,estructurada,fuerza_bruta_rec,13,50594.0,0.000213623046875,5.0,ok
Python,XS,4,estructurada,rec_con_memo,13,89167.0,0.00030517578125,5.0,ok
Python,XS,4,estructurada,prog_dinamica,13,57243.0,0.00020599365234375,5.0,ok
Python,XS,4,estructurada,fuerza_bruta_rec,14,50324.0,0.000213623046875,1.0,ok
Python,XS,4,estructurada,rec_con_memo,14,62941.0,0.00030517578125,1.0,ok
Python,XS,4,estructurada,prog_dinamica,14,55482.0,0.00020599365234375,1.0,ok
Python,XS,4,estructurada,fuerza_bruta_rec,15,42643.0,0.000213623046875,5.0,ok
Python,XS,4,estructurada,rec_con_memo,15,67974.0,0.00030517578125,5.0,ok
Python,XS,4,estructurada,prog_dinamica,15,63309.0,0.00020599365234375,5.0,ok
Python,XS,4,estructurada,fuerza_bruta_rec,16,47406.0,0.000213623046875,5.0,ok
Python,XS,4,estructurada,rec_con_memo,16,58997.0,0.00030517578125,5.0,ok
Python,XS,4,estructurada,prog_dinamica,16,46198.0,0.00020599365234375,5.0,ok
Python,XS,4,estructurada,fuerza_bruta_rec,17,50985.0,0.000213623046875,9.0,ok
Python,XS,4,estructurada,rec_con_memo,17,52478.0,0.00030517578125,9.0,ok
Python,XS,4,estructurada,prog_dinamica,17,61657.0,0.00020599365234375,9.0,ok
Python,XS,4,estructurada,fuerza_bruta_rec,18,253167.0,0.000213623046875,4.0,ok
Python,XS,4,estructurada,rec_con_memo,18,70139.0,0.00030517578125,4.0,ok
Python,XS,4,estructurada,prog_dinamica,18,47914.0,0.00020599365234375,4.0,ok
Python,XS,4,estructurada,fuerza_bruta_rec,19,27974.0,0.000213623046875,4.0,ok
Python,XS,4,estructurada,rec_con_memo,19,20655.0,0.00030517578125,4.0,ok
Python,XS,4,estructurada,prog_dinamica,19,24094.0,0.00020599365234375,4.0,ok
Python,XS,4,estructurada,fuerza_bruta_rec,20,38792.0,0.000213623046875,1.0,ok
Python,XS,4,estructurada,rec_con_memo,20,51559.0,0.00030517578125,1.0,ok
Python,XS,4,estructurada,prog_dinamica,20,38643.0,0.00020599365234375,1.0,ok
Python,XS,4,estructurada,fuerza_bruta_rec,21,27616.0,0.000213623046875,4.0,ok
Python,XS,4,estructurada,rec_con_memo,21,36641.0,0.00030517578125,4.0,ok
Python,XS,4,estructurada,prog_dinamica,21,37498.0,0.00020599365234375,4.0,ok
Python,XS,4,estructurada,fuerza_bruta_rec,22,33876.0,0.000213623046875,8.0,ok
Python,XS,4,estructurada,rec_con_memo,22,44043.0,0.00030517578125,8.0,ok
Python,XS,4,estructurada,prog_dinamica,22,32939.0,0.00020599365234375,8.0,ok
Python,XS,4,estructurada,fuerza_bruta_rec,23,34593.0,0.000213623046875,6.0,ok
Python,XS,4,estructurada,rec_con_memo,23,63045.0,0.00030517578125,6.0,ok
Python,XS,4,estructurada,prog_dinamica,23,59333.0,0.00020599365234375,6.0,ok
Python,XS,4,estructurada,fuerza_bruta_rec,24,24638.0,0.000213623046875,5.0,ok
Python,XS,4,estructurada,rec_con_memo,24,53950.0,0.00030517578125,5.0,ok
Python,XS,4,estructurada,prog_dinamica,24,27754.0,0.00020599365234375,5.0,ok
Python,XS,4,estructurada,fuerza_bruta_rec,25,34929.0,0.000213623046875,3.0,ok
Python,XS,4,estructurada,rec_con_memo,25,55055.0,0.00030517578125,3.0,ok
Python,XS,4,estructurada,prog_dinamica,25,30816.0,0.00020599365234375,3.0,ok
Python,XS,4,estructurada,fuerza_bruta_rec,26,33268.0,0.000213623046875,3.0,ok
Python,XS,4,estructurada,rec_con_memo,26,28092.0,0.00035858154296875,3.0,ok
Python,XS,4,estructurada,prog_dinamica,26,44775.0,0.00020599365234375,3.0,ok
Python,XS,4,estructurada,fuerza_bruta_rec,27,21735.0,0.000213623046875,6.0,ok
Python,XS,4,estructurada,rec_con_memo,27,38972.0,0.00030517578125,6.0,ok
Python,XS,4,estructurada,prog_dinamica,27,25371.0,0.00020599365234375,6.0,ok
Python,XS,4,estructurada,fuerza_bruta_rec,28,36733.0,0.000213623046875,3.0,ok
Python,XS,4,estructurada,rec_con_memo,28,20527.0,0.00030517578125,3.0,ok
Python,XS,4,estructurada,prog_dinamica,28,80919.0,0.00020599365234375,3.0,ok
Python,XS,4,estructurada,fuerza_bruta_rec,29,69841.0,0.000213623046875,5.0,ok
Python,XS,4,estructurada,rec_con_memo,29,53495.0,0.00030517578125,5.0,ok
Python,XS,4,estructurada,prog_dinamica,29,167731.0,0.00020599365234375,5.0,ok
Python,XS,4,estructurada,fuerza_bruta_rec,30,80324.0,0.000213623046875,6.0,ok
